instructions,inputs,aspects,outputs
Please extract the sentiment polarity for the given aspect in the review:,O banheiro também é bem espaçoso e com um maravilhoso chuveiro.,chuveiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O elevador funciona super bem, assim como a internet que é de alta velocidade e sem custo adicional.",elevador,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O elevador funciona super bem, assim como a internet que é de alta velocidade e sem custo adicional.",internet,positiva
Please extract the sentiment polarity for the given aspect in the review:,O preço é barato.,preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,Mas não há serviços usuais como frigobar e interfone.,frigobar,negativa
Please extract the sentiment polarity for the given aspect in the review:,Os funcionários são pouco educados e nada dispostos a ajudar.,funcionários,negativa
Please extract the sentiment polarity for the given aspect in the review:,O hotel recebe muitas excursões e o barulho incomoda por vezes.,hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,O ar-condicionado (central) não resfria a contento.,ar-condicionado,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Hotel bem localizado de fácil acesso as principais atrações, limpo e de ótimas acomodações.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,atendimento da recepção e concierge do hotel também muito boa..,atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,atendimento da recepção e concierge do hotel também muito boa..,recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"o serviço de quarto, camareiras são muito solicitos único detalhado o restaurante qua eu e minha família não apreciamos e achamos caro em relação ao que os restaurantes da rua oferecem.........",serviço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"o serviço de quarto, camareiras são muito solicitos único detalhado o restaurante qua eu e minha família não apreciamos e achamos caro em relação ao que os restaurantes da rua oferecem.........",serviço de quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"o serviço de quarto, camareiras são muito solicitos único detalhado o restaurante qua eu e minha família não apreciamos e achamos caro em relação ao que os restaurantes da rua oferecem.........",família,positiva
Please extract the sentiment polarity for the given aspect in the review:,"o serviço de quarto, camareiras são muito solicitos único detalhado o restaurante qua eu e minha família não apreciamos e achamos caro em relação ao que os restaurantes da rua oferecem.........",rua,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel bonito, muito bem localizado e com uma equipe muito cordial.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto é espaçoso, confortável e silencioso.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Apesar do serviço irregular no restaurante, o café da manhã é delicioso, com pães feitos na casa e várias opções de pratos a la carte.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,Room Tip: Os apartamentos mais altos são mais claros.,apartamento,neutra
Please extract the sentiment polarity for the given aspect in the review:,"hotel decadente e muito sujo, fomos atacados por percevejos , o que me causou uma crise severa de alergia.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Gerente Andrea arrogante, grosseira e destemperada.",gerente,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Café da manhã até às 10, mas 9:45 ninguém serve.",café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Hotel é bem localizado, estrutura física boa, porém os preços são acima do merecido, as taxas não coincidiram com as da reserva.",preço,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Hotel é bem localizado, estrutura física boa, porém os preços são acima do merecido, as taxas não coincidiram com as da reserva.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Hotel em prédio antigo mas totalmente reformado.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Quarto pequenininho ( padrão Paris!) mas suficientemente confortável.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O melhor de tudo é a localização:rua tranquila e silenciosa no coração do Quartier Latin, a dois passos da Sorbonne, Panteon, Luxembourg, rio Sena, o que há de melhor em Paris.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O melhor de tudo é a localização:rua tranquila e silenciosa no coração do Quartier Latin, a dois passos da Sorbonne, Panteon, Luxembourg, rio Sena, o que há de melhor em Paris.",rua,positiva
Please extract the sentiment polarity for the given aspect in the review:,Hotel muito bem localizado na strip!,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Apartamentos tem cofre e secador de cabelos.,secador,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Pontos fortes: Localização, área de lazer, estacionamento bom e gratuito.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Pontos fortes: Localização, área de lazer, estacionamento bom e gratuito.",estacionamento,positiva
Please extract the sentiment polarity for the given aspect in the review:,hotel muito bom.,hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Fiquei em um quarto pequeno e banheiro muito apertado para um casal, mas talvez outros quartos sejam melhores, pois minha reserva foi de última hora e era o único disponível.",casal,negativa
Please extract the sentiment polarity for the given aspect in the review:,"O valor é alto, mas, considerando-se que se trata de Paris, vale o quanto custa, principalmente pela média de preço dos demais hotéis.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel muito confortável, situado no centro da área turistica de Paris, perto do metro e da paragem do autocarro turistico que faz a visita da cidade.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,Os quartos são pequenos mas acolhedores e o pequeno-almoço mais que suficiente.,quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel novinho, decoração moderna, atendentes muito prestativos, um pouco apertado mas ok para os padrões NY.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Excelente localização, pertinho da estação do metro, com diversos restaurantes e pubs ao redor.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Aquecimento interno funcionando bem, serviço de quarto rápido.",aquecimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Aquecimento interno funcionando bem, serviço de quarto rápido.",serviço de quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Aquecimento interno funcionando bem, serviço de quarto rápido.",quarto,neutra
Please extract the sentiment polarity for the given aspect in the review:,Opção por suítes e quartos com banheiro coletivo.,suíte,neutra
Please extract the sentiment polarity for the given aspect in the review:,Não posso avaliar piscina e sala de ginástica porque sinceramente nem procurei.,piscina,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Hotel novo e moderno com excelente localização, no meio da Strip.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel novo e moderno com excelente localização, no meio da Strip.",localização,positiva
