inputs,instructions,outputs
Please extract the aspect terms in the review:,Pedi para me acordarem para pegar o aviao e não fizeram.,Ningún aspecto
Please extract the aspect terms in the review:,"Estava esperando o transfer para aeroporto e um cara, q trabalhava no hotel me perguntou o q estava fazendo ali.",Ningún aspecto
Please extract the aspect terms in the review:,Falei q estava esperando o transfer e ele perguntou qual era meu quarto.,Ningún aspecto
Please extract the aspect terms in the review:,Acho q ele pensou e não fosse hospede.,Ningún aspecto
Please extract the aspect terms in the review:,Foi grosso e bem antipatico.,Ningún aspecto
Please extract the aspect terms in the review:,"Respondi que era hospede, q tinha acabado de fazer o check out e estava esperando para ir embora.",Ningún aspecto
Please extract the aspect terms in the review:,Respondi no mesmo tom q ele.,Ningún aspecto
Please extract the aspect terms in the review:,Ele pediu desculpas e saiu.,Ningún aspecto
Please extract the aspect terms in the review:,A moça da recepçao viu e nao fez nada!,Ningún aspecto
Please extract the aspect terms in the review:,"Qd cheguei o cara da recepçao falou q havia chegado bem antes da hora do check in, e eu respondi: eu avisei isso na hora da reserva.",Ningún aspecto
Please extract the aspect terms in the review:,"Enfim, depois de umas 2 hrs consegui entrar no quarto, q era pequeno, mas agradavel.",Ningún aspecto
Please extract the aspect terms in the review:,"Fiquei por duas noites no hotel, não tenho do que reclamar, fica próximo a Torre Eiffel...o quarto e o banheiro são bem pequenos, mas a cama é super confortável e a ducha é ótima!",hotel [ssep] quarto [ssep] cama [ssep] ducha
Please extract the aspect terms in the review:,"muito limpo e o café da manhã atende todas as necessidades de quem aproveita o dia todo em Paris e se utiliza do hotel apenas para dormir, fica próximo ao metrô e os funcionários são bem bacanas e falam diversos idiomas.",café da manhã [ssep] funcionários
Please extract the aspect terms in the review:,Indico pelo custo benefício sem dúvida.,Ningún aspecto
Please extract the aspect terms in the review:,"Chegamos no hotel por volta das 07h da manhã, reservamos o hotel desde a noite anterior para 4 adultos, onde nosso voucher da empresa diziam 2 doble bed.",hotel
Please extract the aspect terms in the review:,"Perfeito, chegamos cansados após 9 horas de viagem, e subimos ao apto, quando chegamos detectamos apenas uma cama.",cama
Please extract the aspect terms in the review:,Não tem competencia e qualidade em atendimento.,atendimento
Please extract the aspect terms in the review:,Foi a pior coisa da viagem!,Ningún aspecto
Please extract the aspect terms in the review:,"descemos a recepção e falamos com o Recepcionista, que disse que o erro vinha da nossa operadora de viagem, porém ele iria falar com o gerente.",Ningún aspecto
Please extract the aspect terms in the review:,Após 40 minutos na recepção chegou o sr.,Ningún aspecto
Please extract the aspect terms in the review:,Lamar (gerente na ocasião).,Ningún aspecto
Please extract the aspect terms in the review:,O mesmo informou que eles não tinham apto disponivel com duas camas.,Ningún aspecto
Please extract the aspect terms in the review:,Perguntamso se nos tivessemos chego no meio da noite ou então na noite anterior como nos acomodariam.,Ningún aspecto
Please extract the aspect terms in the review:,O mesmo pediu desculpas e disse que assim que possivel nos colocaria no quarto adequado e não cobraria essa diária.,Ningún aspecto
Please extract the aspect terms in the review:,Mas as supresas não pararam por ai.,Ningún aspecto
Please extract the aspect terms in the review:,Saimos do hotel por volta das 11 horas e ainda não possuiam apto.,Ningún aspecto
Please extract the aspect terms in the review:,"Quando retornamos as 19 horas, não tinham apto disponivel para troca, ficamos mais 20 minutos, ate arranjarem um apto.",Ningún aspecto
Please extract the aspect terms in the review:,"Em um dos dias da nossa estadia fizemos compras no out let, retornei ao hotel com as compras e no dia seguintefui procurar as calças e não as encontrei, revierei o quarto, quando cheguei ao brasil procurei nas malas, porém 3 calças da marca Levis não foram localizadas, e o que o hotel fez com a reclamação?",Ningún aspecto
Please extract the aspect terms in the review:,NADA.,Ningún aspecto
Please extract the aspect terms in the review:,"E ainda por cima a cobrança da diária que o Lamar havia informado que não haveria, aconteceu.",Ningún aspecto
Please extract the aspect terms in the review:,Nos cobraram ate mesmo o tempo que não tinham apto para os acomodar.,Ningún aspecto
Please extract the aspect terms in the review:,Se puder faça opção pelo Sofitel ou Novotel.,Ningún aspecto
Please extract the aspect terms in the review:,Mas esse hotel nunca mais.,Ningún aspecto
Please extract the aspect terms in the review:,"Terrivel, pessimas lembranças.",Ningún aspecto
Please extract the aspect terms in the review:,So para lembrar em pessimo estado as instalacoes.,Ningún aspecto
Please extract the aspect terms in the review:,Ma conservadas e sujas.,Ningún aspecto
Please extract the aspect terms in the review:,Att  Talissa Bertagnolli - 2724 - de 29/12 á 01/01.,Ningún aspecto
Please extract the aspect terms in the review:,"Foi a pior experiência que tivemos (eu, minha mulher e filho de 13 anos) na hospedagem em Paris neste Hotel: Mister Bed City Bagnolet.",hotel
Please extract the aspect terms in the review:,"Os apartamentos são minúsculos, carpetes sujos e queimados com ponta de cigarro, serviço péssimo, sanitários que são boxes de fibra dentro dos apartamentos, camas individuais e um beliche (mesmo tendo reservado e pago antecipadamente cama de casal); isto tudo aliado ao péssimo humor e tratamento grosseiro de parte dos franceses que dispensam aos turistas de todo o mundo.",Ningún aspecto
Please extract the aspect terms in the review:,"Se não tiver outra opção de hospedagem em Paris, cancele sua viagem, ou gaste um pouco mais.",Ningún aspecto
Please extract the aspect terms in the review:,Êste hotel é um caos.,Ningún aspecto
Please extract the aspect terms in the review:,Room Tip: Não há dicas para ajudar viajantes neste hotel.,Ningún aspecto
Please extract the aspect terms in the review:,O melhor é não ir lá.,Ningún aspecto
Please extract the aspect terms in the review:,Gostamos muito do hotel.,hotel
Please extract the aspect terms in the review:,"Toca rock o tempo todo no hall, cassino e elevadores, música de primeira!",cassino [ssep] elevador
Please extract the aspect terms in the review:,"Quartos espaçosos e confortáveis, tudo limpo e organizado.",Ningún aspecto
Please extract the aspect terms in the review:,Tem vários quadros com fotos e artigos pessoais de bandas e cantores.,Ningún aspecto
Please extract the aspect terms in the review:,Adorei a experiência.,Ningún aspecto
Please extract the aspect terms in the review:,"O restaurante Nobu, famoso pelas celebridades que o frequentam, fica no hotel.",Ningún aspecto
Please extract the aspect terms in the review:,"É caro, mas é bom.",Ningún aspecto
Please extract the aspect terms in the review:,Só não dei 5 estrelas para o hotel por não ficar na famosa Strip.,Ningún aspecto
Please extract the aspect terms in the review:,"Fora isso, tudo perfeito!",Ningún aspecto
Please extract the aspect terms in the review:,O hotel tem pontos positivos e negativos.,hotel
Please extract the aspect terms in the review:,"Pontos positivos - serviço de reservas muito bom, atendentes (recepcionistas) muito atenciosos, simpáticos, prestativos e pacientes, inglês fluente.",serviço
Please extract the aspect terms in the review:,"Frigobar bom e completo, banheiro com chuveiro muito bom (quesito essencial no inverno!) e sistema de calefação pra secagem de roupas.",frigobar [ssep] chuveiro [ssep] calefação
Please extract the aspect terms in the review:,"Pontos negativos - por ser todo coberto de carpetes e não restringir o uso do cigarro dentro do hotel, não sei o que foi mas o quarto tinha um odor muito desagradável de cigarro com perfume, não sei explicar, (não sei se o sistema de calefação abrangia todo o hotel e assim o odor era transmitido para todos os cômodos ou se a camareira fumava ao limpar o quarto) e forte, mesmo depois de limpo, tinha que chegar e abrir as janelas, mesmo com o frio que estava na cidade!",carpete
Please extract the aspect terms in the review:,"E o café da manhã deixa muito a desejar, pães e croissants frios e dormidos, pouca variedade de alimentos, não recomendo pagar pelo café da manhã, tome-o na rua!",café da manhã
Please extract the aspect terms in the review:,Gostaria de deixar aqui minha avaliação.,Ningún aspecto
Please extract the aspect terms in the review:,"Hotel longe do centro, mas perto do sistema de metrôs, que é super eficiente.",Ningún aspecto
Please extract the aspect terms in the review:,Gostei muito da localização.,localização
Please extract the aspect terms in the review:,Há estação de metrô bem próxima do hotel.,hotel
Please extract the aspect terms in the review:,"O pessoal do atendimento é extremamente simpático,",atendimento
Please extract the aspect terms in the review:,"O café da manhã continental é simples, mas tudo a tempo e a hora.",café da manhã
Please extract the aspect terms in the review:,"O quarto é bem grande e está todo reformado,",quarto
Please extract the aspect terms in the review:,O banheiro também é bem espaçoso e com um maravilhoso chuveiro.,chuveiro
Please extract the aspect terms in the review:,"O elevador funciona super bem, assim como a internet que é de alta velocidade e sem custo adicional.",elevador [ssep] internet
Please extract the aspect terms in the review:,O preço é barato.,preço
Please extract the aspect terms in the review:,Mas não há serviços usuais como frigobar e interfone.,frigobar
Please extract the aspect terms in the review:,Os funcionários são pouco educados e nada dispostos a ajudar.,funcionários
Please extract the aspect terms in the review:,O hotel recebe muitas excursões e o barulho incomoda por vezes.,hotel
